legal company name,legal company short code ,legal company pg number,itsm tool name,id itsm tool,secondlevelsupport Itsm tool,thirdlevelsuppert Itsm tool,asset type,ip address,fqdn,hardware name,hwSourceSystem,operating system & version,asset criticality,business service name itsm tool,asset manufacturer,asset model,timezone,system environment,asset lifecycle status,hardware contact name & email adress,IT provider name,data center name,data center city,data center country,application name,applicationID ,application confidentiality,application integrity,application availability,application pci scope,application vulnerability scan frequency,application internet exposure,application legal criticality ,application contact  e-mail address,application contact phone
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.33,lidozrhv33.lidozrh.ch,lidozrhv33,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.26,lidozrhv126.lidozrh.ch,lidozrhv126,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.logistics@lhsystems.com,lido.scrum.logistics@lhsystems.com,virtual server,10.237.81.156,lidozrhv56.lidozrh.ch,lidozrhv56,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.goat-data@lhsystems.com,lido.scrum.goat-data@lhsystems.com,virtual server,10.237.81.108,lidozrhv108.lidozrh.ch,lidozrhv108,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN AMDB Applications,APP-20237,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl105.lidozrh.ch,lidozrhl105,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl106.lidozrh.ch,lidozrhl106,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl107.lidozrh.ch,lidozrhl107,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl108.lidozrh.ch,lidozrhl108,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl111.lidozrh.ch,lidozrhl111,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl112.lidozrh.ch,lidozrhl112,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl114.lidozrh.ch,lidozrhl114,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl115.lidozrh.ch,lidozrhl115,Dell Inc. Precision 5570,Microsoft Windows 10 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl119.lidozrh.ch,lidozrhl119,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl120.lidozrh.ch,lidozrhl120,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl123.lidozrh.ch,lidozrhl123,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl124.lidozrh.ch,lidozrhl124,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl125.lidozrh.ch,lidozrhl125,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl122.lidozrh.ch,lidozrhl122,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl127.lidozrh.ch,lidozrhl127,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl132.lidozrh.ch,lidozrhl132,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Paris,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl133.lidozrh.ch,lidozrhl133,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl131.lidozrh.ch,lidozrhl131,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl135.lidozrh.ch,lidozrhl135,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl141.lidozrh.ch,lidozrhl141,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl140.lidozrh.ch,lidozrhl140,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl139.lidozrh.ch,lidozrhl139,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl138.lidozrh.ch,lidozrhl138,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl142.lidozrh.ch,lidozrhl142,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl145.lidozrh.ch,lidozrhl145,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl144.lidozrh.ch,lidozrhl144,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl148.lidozrh.ch,lidozrhl148,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl147.lidozrh.ch,lidozrhl147,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl149.lidozrh.ch,lidozrhl149,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl146.lidozrh.ch,lidozrhl146,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl134.lidozrh.ch,lidozrhl134,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.81.118,lidozrhv18.lidozrh.ch,lidozrhv18,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.81.19,lidozrhv19.lidozrh.ch,lidozrhv19,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.goat-data@lhsystems.com,lido.scrum.goat-data@lhsystems.com,virtual server,10.237.81.114,lidozrhv114.lidozrh.ch,lidozrhv114,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.goat-data@lhsystems.com,lido.scrum.goat-data@lhsystems.com,virtual server,10.237.81.117,lidozrhv130.lidozrh.ch,lidozrhv130,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN Norman,APP-20450,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,193.84.25.16,ftp.lidozrh.ch,ftp,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,physical server,10.237.89.16,zrhstg25.lidozrh.ch,zrhstg25,Dell Inc. PowerEdge R730xd,Microsoft Windows Server 2022 Standard x64,,Quest KACE,Dell Inc.,PowerEdge R730xd,Europe/Berlin,Dev/Test,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.81.37,lidozrhv27.lidozrh.ch,lidozrhv27,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl150.lidozrh.ch,lidozrhl150,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,physical server,10.237.89.10,lidozrhs02.lidozrh.ch,lidozrhs02,Dell Inc. PowerEdge R630,Microsoft Windows Server 2022 Standard x64,,Quest KACE,Dell Inc.,PowerEdge R630,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.89.81,lidozrhv81.lidozrh.ch,lidozrhv81,VMware Virtual Platform,Microsoft Windows Server 2016 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.logistics@lhsystems.com,lido.scrum.logistics@lhsystems.com,virtual server,10.237.81.166,lidozrhv66.lidozrh.ch,lidozrhv66,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.logistics@lhsystems.com,lido.scrum.logistics@lhsystems.com,virtual server,10.237.81.164,lidozrhv64.lidozrh.ch,lidozrhv64,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.103,lidozrhv03.lidozrh.ch,lidozrhv03,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl009.lidozrh.ch,lidozrhl009,Dell Inc. Latitude 7410,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7410,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl102.lidozrh.ch,lidozrhl102,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.89.159,lidozrhv59.lidozrh.ch,lidozrhv59,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN Post Office,APP-21022,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.101,zrhstsw04.lidozrh.ch,zrhstsw04,C9200-48P,,,Quest KACE,,C9200-48P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.104,zrhstsw07.lidozrh.ch,zrhstsw07,C9200-48P,,,Quest KACE,,C9200-48P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.103,zrhstsw06.lidozrh.ch,zrhstsw06,C9200-48P,,,Quest KACE,,C9200-48P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.105,zrhstsw08.lidozrh.ch,zrhstsw08,C9200-48P,,,Quest KACE,,C9200-48P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.106,zrhstsw09.lidozrh.ch,zrhstsw09,C9200-48P,,,Quest KACE,,C9200-48P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.110,zrhstsw16.lidozrh.ch,zrhstsw16,C9200-48P,,,Quest KACE,,C9200-48P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.98,zrhstsw01.lidozrh.ch,zrhstsw01,"Cisco Systems, Inc. N9K-C93180YC-FX3",,,Quest KACE,"Cisco Systems, Inc.",N9K-C93180YC-FX3,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.99,zrhstsw02.lidozrh.ch,zrhstsw02,"Cisco Systems, Inc. N9K-C93180YC-FX3",,,Quest KACE,"Cisco Systems, Inc.",N9K-C93180YC-FX3,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.108,zrhstsw14.lidozrh.ch,zrhstsw14,"Cisco Systems, Inc. N9K-C93108TC-FX3P",,,Quest KACE,"Cisco Systems, Inc.",N9K-C93108TC-FX3P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.109,zrhstsw15.lidozrh.ch,zrhstsw15,"Cisco Systems, Inc. N9K-C93108TC-FX3P",,,Quest KACE,"Cisco Systems, Inc.",N9K-C93108TC-FX3P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.94,zrhbasw01.lidozrh.ch,zrhbasw01,"Cisco Systems, Inc. N9K-C93180YC-FX3",,,Quest KACE,"Cisco Systems, Inc.",N9K-C93180YC-FX3,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premisesr,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.93,zrhbasw02.lidozrh.ch,zrhbasw02,"Cisco Systems, Inc. N9K-C93180YC-FX3",,,Quest KACE,"Cisco Systems, Inc.",N9K-C93180YC-FX3,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premisesr,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,network,10.236.43.68,zrhbasw03.lidozrh.ch,zrhbasw03,"Cisco Systems, Inc. N9K-C93108TC-FX3P",,,Quest KACE,"Cisco Systems, Inc.",N9K-C93108TC-FX3P,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premisesr,ZRH,CH,,,,,,,,,,,
